hetman_quantity,solutions
10_hetman,"[9, 4, 1, 5, 10, 2, 6, 8, 3, 7]"
10_hetman,"[9, 4, 1, 7, 10, 3, 6, 8, 5, 2]"
10_hetman,"[9, 4, 2, 8, 3, 1, 7, 5, 10, 6]"
10_hetman,"[9, 4, 6, 3, 10, 7, 1, 8, 5, 2]"
10_hetman,"[9, 4, 6, 8, 2, 7, 1, 3, 5, 10]"
10_hetman,"[9, 5, 1, 8, 4, 2, 7, 10, 6, 3]"
10_hetman,"[9, 5, 2, 4, 1, 10, 8, 6, 3, 7]"
10_hetman,"[9, 5, 2, 10, 3, 6, 8, 1, 4, 7]"
10_hetman,"[9, 5, 3, 8, 4, 7, 1, 10, 2, 6]"
10_hetman,"[9, 5, 3, 8, 10, 2, 6, 1, 7, 4]"
10_hetman,"[9, 5, 8, 1, 3, 6, 2, 7, 10, 4]"
10_hetman,"[9, 5, 8, 4, 1, 3, 6, 10, 7, 2]"
10_hetman,"[9, 5, 8, 4, 1, 10, 2, 6, 3, 7]"
10_hetman,"[9, 6, 1, 3, 10, 7, 4, 8, 5, 2]"
10_hetman,"[9, 6, 2, 7, 1, 3, 5, 8, 10, 4]"
10_hetman,"[9, 6, 2, 10, 1, 7, 4, 8, 3, 5]"
10_hetman,"[9, 6, 3, 1, 8, 5, 2, 10, 7, 4]"
10_hetman,"[9, 6, 3, 5, 2, 8, 10, 4, 7, 1]"
10_hetman,"[9, 6, 3, 5, 2, 8, 10, 7, 4, 1]"
10_hetman,"[9, 6, 3, 5, 8, 1, 4, 10, 7, 2]"
10_hetman,"[9, 6, 3, 7, 4, 1, 8, 10, 5, 2]"
10_hetman,"[9, 6, 3, 10, 4, 1, 8, 5, 7, 2]"
10_hetman,"[9, 6, 4, 2, 7, 3, 10, 8, 5, 1]"
10_hetman,"[9, 6, 4, 7, 1, 8, 2, 5, 3, 10]"
10_hetman,"[9, 6, 4, 10, 1, 5, 2, 8, 3, 7]"
10_hetman,"[9, 7, 1, 4, 2, 5, 8, 10, 3, 6]"
10_hetman,"[9, 7, 2, 4, 6, 1, 10, 5, 3, 8]"
10_hetman,"[9, 7, 3, 1, 6, 2, 5, 10, 8, 4]"
10_hetman,"[9, 7, 3, 8, 2, 5, 1, 10, 4, 6]"
10_hetman,"[9, 7, 5, 3, 1, 10, 8, 6, 4, 2]"
10_hetman,"[10, 1, 4, 6, 3, 9, 2, 8, 5, 7]"
10_hetman,"[10, 1, 6, 4, 2, 8, 3, 9, 7, 5]"
10_hetman,"[10, 2, 4, 8, 3, 9, 6, 1, 5, 7]"
10_hetman,"[10, 2, 4, 9, 7, 3, 1, 6, 8, 5]"
10_hetman,"[10, 2, 5, 8, 1, 3, 6, 9, 7, 4]"
10_hetman,"[10, 2, 5, 9, 4, 1, 8, 6, 3, 7]"
10_hetman,"[10, 2, 6, 1, 3, 7, 9, 4, 8, 5]"
10_hetman,"[10, 3, 1, 4, 7, 9, 2, 5, 8, 6]"
10_hetman,"[10, 3, 5, 2, 8, 1, 7, 4, 6, 9]"
10_hetman,"[10, 3, 5, 8, 2, 9, 6, 1, 7, 4]"
10_hetman,"[10, 3, 5, 8, 2, 9, 7, 1, 4, 6]"
10_hetman,"[10, 3, 5, 9, 2, 4, 7, 1, 8, 6]"
10_hetman,"[10, 3, 5, 9, 4, 1, 7, 2, 6, 8]"
10_hetman,"[10, 3, 6, 9, 2, 8, 1, 4, 7, 5]"
10_hetman,"[10, 3, 7, 2, 4, 8, 1, 5, 9, 6]"
10_hetman,"[10, 3, 7, 4, 2, 9, 5, 1, 8, 6]"
10_hetman,"[10, 3, 7, 4, 2, 9, 6, 1, 5, 8]"
10_hetman,"[10, 3, 9, 2, 5, 8, 1, 7, 4, 6]"
10_hetman,"[10, 3, 9, 4, 1, 8, 6, 2, 7, 5]"
10_hetman,"[10, 3, 9, 4, 2, 8, 6, 1, 7, 5]"
10_hetman,"[10, 4, 1, 5, 9, 2, 6, 8, 3, 7]"
10_hetman,"[10, 4, 2, 5, 8, 1, 3, 6, 9, 7]"
10_hetman,"[10, 4, 2, 8, 3, 9, 7, 5, 1, 6]"
10_hetman,"[10, 4, 2, 9, 3, 6, 8, 1, 5, 7]"
10_hetman,"[10, 4, 2, 9, 5, 1, 8, 6, 3, 7]"
10_hetman,"[10, 4, 6, 3, 9, 2, 5, 8, 1, 7]"
10_hetman,"[10, 4, 6, 9, 3, 1, 8, 2, 5, 7]"
10_hetman,"[10, 4, 7, 1, 3, 9, 6, 8, 5, 2]"
10_hetman,"[10, 4, 7, 5, 2, 9, 1, 6, 8, 3]"
10_hetman,"[10, 4, 9, 5, 3, 1, 7, 2, 8, 6]"
10_hetman,"[10, 5, 1, 8, 4, 2, 7, 9, 6, 3]"
10_hetman,"[10, 5, 2, 4, 9, 7, 3, 1, 6, 8]"
10_hetman,"[10, 5, 2, 6, 1, 3, 7, 9, 4, 8]"
10_hetman,"[10, 5, 2, 8, 1, 4, 7, 9, 6, 3]"
10_hetman,"[10, 5, 2, 8, 3, 7, 9, 1, 6, 4]"
10_hetman,"[10, 5, 3, 1, 7, 2, 8, 6, 4, 9]"
10_hetman,"[10, 5, 3, 6, 9, 2, 8, 1, 4, 7]"
10_hetman,"[10, 5, 3, 8, 4, 2, 9, 6, 1, 7]"
10_hetman,"[10, 5, 3, 9, 4, 2, 8, 6, 1, 7]"
10_hetman,"[10, 5, 7, 1, 4, 2, 8, 6, 9, 3]"
10_hetman,"[10, 5, 7, 2, 4, 8, 1, 9, 6, 3]"
10_hetman,"[10, 5, 7, 4, 1, 3, 9, 6, 8, 2]"
10_hetman,"[10, 5, 7, 4, 1, 8, 2, 9, 6, 3]"
10_hetman,"[10, 6, 1, 5, 2, 9, 7, 4, 8, 3]"
10_hetman,"[10, 6, 3, 1, 4, 7, 9, 2, 5, 8]"
10_hetman,"[10, 6, 3, 1, 8, 4, 9, 7, 5, 2]"
10_hetman,"[10, 6, 3, 9, 4, 1, 8, 2, 5, 7]"
10_hetman,"[10, 6, 4, 1, 7, 9, 2, 8, 5, 3]"
10_hetman,"[10, 6, 4, 9, 1, 3, 7, 2, 8, 5]"
10_hetman,"[10, 7, 1, 4, 2, 8, 6, 9, 3, 5]"
10_hetman,"[10, 7, 2, 4, 1, 8, 5, 9, 6, 3]"
10_hetman,"[10, 7, 2, 4, 9, 1, 8, 5, 3, 6]"
10_hetman,"[10, 7, 2, 6, 3, 1, 8, 5, 9, 4]"
10_hetman,"[10, 7, 4, 1, 3, 6, 9, 2, 8, 5]"
10_hetman,"[10, 7, 4, 1, 3, 8, 6, 2, 9, 5]"
10_hetman,"[10, 7, 4, 1, 3, 9, 6, 8, 5, 2]"
10_hetman,"[10, 7, 4, 1, 5, 2, 9, 6, 8, 3]"
10_hetman,"[10, 7, 4, 1, 8, 2, 9, 6, 3, 5]"
10_hetman,"[10, 7, 4, 1, 9, 2, 6, 8, 3, 5]"
10_hetman,"[10, 7, 5, 2, 8, 1, 3, 9, 6, 4]"
10_hetman,"[10, 8, 2, 4, 1, 7, 9, 6, 3, 5]"
10_hetman,"[10, 8, 5, 2, 4, 1, 7, 9, 3, 6]"
10_hetman,"[10, 8, 5, 2, 4, 1, 7, 9, 6, 3]"
10_hetman,"[10, 8, 5, 3, 1, 6, 2, 9, 7, 4]"
